,sLapDistance,xCarX,xCarY,aYaw,vCar
00:21.9,864.21,251.71,362.27,54.76,208.65
00:22.0,867.12,250.01,359.92,55.24,209.35
00:22.0,870.03,248.32,357.55,55.51,209.96
00:22.1,872.95,246.64,355.16,55.84,210.56
00:22.1,875.88,244.98,352.75,56.2,211.22
00:22.1,878.82,243.32,350.32,56.54,211.84
00:22.2,881.76,241.68,347.87,56.92,212.47
00:22.3,884.72,240.05,345.41,57.25,213.09
00:22.3,887.68,238.43,342.93,57.56,213.71
00:22.4,890.65,236.81,340.43,57.87,214.34
00:22.4,893.63,235.21,337.92,58.17,214.94
00:22.5,896.62,233.62,335.39,58.43,215.56
00:22.5,899.62,232.03,332.84,58.66,216.11
00:22.6,902.63,230.46,330.29,58.94,216.75
00:22.6,905.64,228.89,327.71,59.09,217.35
00:22.7,908.67,227.32,325.13,59.14,217.95
00:22.7,911.69,225.75,322.53,59.11,217.93
00:22.8,914.71,224.2,319.95,58.97,216.79
00:22.8,917.71,222.65,317.38,58.7,214.64
00:22.9,920.67,221.11,314.85,58.4,211.91
00:22.9,923.6,219.58,312.35,58.26,209.28
00:23.0,926.48,218.07,309.89,58.27,206.56
00:23.0,929.33,216.58,307.47,58.09,203.75
00:23.1,932.14,215.1,305.08,57.98,200.64
00:23.1,934.9,213.65,302.73,57.85,197.39
00:23.1,937.62,212.21,300.42,57.64,193.96
00:23.2,940.29,210.8,298.16,57.47,190.49
00:23.2,942.92,209.4,295.94,57.43,187.23
00:23.3,945.49,208.02,293.76,57.44,184.2
00:23.3,948.03,206.66,291.61,57.35,181.22
00:23.4,950.53,205.32,289.51,57.17,178.18
00:23.5,952.98,203.99,287.44,57.11,175.21
00:23.5,955.4,202.69,285.41,57.1,172.47
00:23.6,957.77,201.4,283.42,57.02,169.7
00:23.6,960.11,200.13,281.45,56.92,166.88
00:23.6,962.41,198.88,279.53,56.83,163.97
00:23.7,964.66,197.65,277.63,56.75,160.94
00:23.8,966.88,196.44,275.78,56.67,157.93
00:23.8,969.05,195.25,273.96,56.59,154.8
00:23.8,971.18,194.08,272.18,56.51,151.75
00:23.9,973.27,192.93,270.44,56.42,148.72
00:23.9,975.31,191.8,268.73,56.32,145.86
00:24.0,977.32,190.69,267.06,56.19,143.16
00:24.0,979.29,189.6,265.42,56.05,140.61
00:24.1,981.22,188.52,263.82,55.88,137.88
00:24.1,983.12,187.46,262.24,55.57,135.3
00:24.2,984.98,186.42,260.7,55.19,132.47
00:24.2,986.8,185.39,259.2,54.84,129.89
00:24.3,988.59,184.36,257.74,54.58,127.46
00:24.4,990.35,183.35,256.31,54.21,125.1
00:24.4,992.07,182.34,254.91,53.84,122.99
00:24.4,993.76,181.35,253.54,53.59,120.98
00:24.5,995.43,180.36,252.19,53.04,119.43
00:24.6,997.08,179.37,250.88,52.11,117.76
00:24.6,998.7,178.39,249.58,50.96,115.82
00:24.6,1000.3,177.4,248.33,50.22,113.88
00:24.7,1001.86,176.41,247.12,49.66,111.99
00:24.8,1003.41,175.41,245.94,48.94,110.3
00:24.8,1004.93,174.41,244.79,48.27,108.72
00:24.8,1006.43,173.41,243.67,47.51,107.13
00:24.9,1007.9,172.42,242.58,46.38,105.7
00:24.9,1009.36,171.42,241.52,45.12,104.13
00:25.0,1010.8,170.41,240.5,44.02,102.53
00:25.1,1012.21,169.4,239.51,43,101.05
00:25.1,1013.6,168.39,238.55,41.76,99.55
00:25.1,1014.98,167.37,237.64,40.6,98.13
00:25.2,1016.33,166.34,236.75,39.51,96.7
00:25.3,1017.66,165.31,235.91,38.09,95.41
00:25.3,1018.98,164.28,235.09,36.6,94.16
00:25.4,1020.28,163.24,234.31,35.37,92.91
00:25.4,1021.56,162.19,233.57,34.07,91.68
00:25.5,1022.83,161.14,232.86,32.51,90.47
