,sLapDistance,xCarX,xCarY,aYaw,vCar,,,
01:06.3,2240.01,-209.13,-162,-81.75,178.65,,,
01:06.4,2242.49,-209.58,-159.56,-82.64,178.25,,,
01:06.4,2244.96,-209.99,-157.12,-83.54,177.86,,,
01:06.5,2247.43,-210.36,-154.68,-84.29,177.48,,,
01:06.5,2249.89,-210.68,-152.24,-85,177.11,,,
01:06.5,2252.35,-210.97,-149.8,-85.93,176.76,,,
01:06.6,2254.8,-211.22,-147.36,-86.93,176.41,,,
01:06.7,2257.25,-211.42,-144.92,-87.86,176.05,,,
01:06.7,2259.69,-211.58,-142.49,-88.75,175.69,,,
01:06.7,2262.13,-211.7,-140.05,-89.52,175.36,,,
01:06.8,2264.56,-211.78,-137.62,-90.25,175.03,,,
01:06.8,2266.99,-211.82,-135.19,-91.3,174.7,,,
01:06.9,2269.41,-211.82,-132.77,-92.46,174.34,,,
01:07.0,2271.83,-211.79,-130.35,-93.73,173.96,,,
01:07.0,2274.24,-211.71,-127.94,-94.96,173.58,,,
01:07.1,2276.65,-211.58,-125.53,-95.96,173.2,,,
01:07.1,2279.05,-211.42,-123.13,-97.1,172.8,,,
01:07.2,2281.45,-211.21,-120.75,-98.37,172.4,,,
01:07.2,2283.83,-210.96,-118.37,-99.44,171.97,,,
01:07.2,2286.22,-210.67,-116,-100.63,171.54,,,
01:07.3,2288.6,-210.33,-113.64,-101.82,171.11,,,
01:07.3,2290.97,-209.95,-111.3,-102.89,170.68,,,
01:07.4,2293.34,-209.52,-108.97,-103.69,170.29,,,
01:07.5,2295.7,-209.05,-106.66,-104.36,169.91,,,
01:07.5,2298.05,-208.55,-104.35,-105.39,169.64,,,
01:07.5,2300.41,-208.01,-102.06,-106.4,169.43,,,
01:07.6,2302.76,-207.43,-99.78,-107.31,169.25,,,
01:07.6,2305.11,-206.8,-97.52,-108.22,169.1,,,
01:07.7,2307.45,-206.13,-95.27,-108.92,169.01,,,
01:07.8,2309.8,-205.43,-93.03,-109.69,168.98,,,
01:07.8,2312.15,-204.7,-90.8,-110.69,168.97,,,
01:07.8,2314.49,-203.92,-88.58,-111.69,168.99,,,
01:07.9,2316.84,-203.11,-86.38,-112.65,169.03,,,
01:07.9,2319.19,-202.26,-84.19,-113.58,169.09,,,
01:08.0,2321.54,-201.37,-82.02,-114.45,169.16,,,
01:08.0,2323.89,-200.44,-79.86,-115.39,169.25,,,
01:08.1,2326.24,-199.48,-77.71,-116.35,169.33,,,
01:08.2,2328.59,-198.49,-75.58,-117.19,169.42,,,
01:08.2,2330.94,-197.46,-73.47,-118.1,169.49,,,
01:08.3,2333.29,-196.39,-71.37,-119.3,169.55,,,
01:08.3,2335.65,-195.29,-69.29,-120.49,169.6,,,
01:08.3,2338,-194.15,-67.22,-121.52,169.64,,,
01:08.4,2340.36,-192.97,-65.18,-122.57,169.68,,,
01:08.5,2342.72,-191.76,-63.16,-123.61,169.73,,,
01:08.5,2345.07,-190.51,-61.16,-124.6,169.84,,,
01:08.5,2347.43,-189.22,-59.18,-125.5,169.99,,,
01:08.6,2349.79,-187.9,-57.23,-126.53,170.21,,,
01:08.7,2352.16,-186.55,-55.29,-127.67,170.45,,,
01:08.7,2354.53,-185.15,-53.37,-128.72,170.71,,,
01:08.7,2356.9,-183.72,-51.48,-129.63,170.98,,,
01:08.8,2359.27,-182.26,-49.61,-130.55,171.27,,,
01:08.8,2361.65,-180.76,-47.76,-131.55,171.6,,,
01:08.9,2364.04,-179.23,-45.93,-132.65,171.95,,,
01:09.0,2366.43,-177.66,-44.12,-133.75,172.34,,,
01:09.0,2368.82,-176.06,-42.34,-134.94,172.76,,,
01:09.0,2371.23,-174.42,-40.58,-136.22,173.23,,,
01:09.1,2373.64,-172.74,-38.86,-137.4,173.71,,,
01:09.1,2376.05,-171.02,-37.16,-138.39,174.23,,,
01:09.2,2378.47,-169.26,-35.49,-139.31,174.79,,,
01:09.3,2380.9,-167.47,-33.84,-140.15,175.4,,,
01:09.3,2383.34,-165.66,-32.21,-140.95,176.04,,,
01:09.3,2385.79,-163.81,-30.61,-142.02,176.66,,,
01:09.4,2388.25,-161.93,-29.02,-143.28,177.29,,,
01:09.4,2390.72,-160.01,-27.47,-144.42,178.06,,,
01:09.5,2393.19,-158.05,-25.95,-145.29,178.81,,,
01:09.6,2395.68,-156.06,-24.46,-146.15,179.48,,,
01:09.6,2398.18,-154.04,-22.99,-147.12,180.08,,,
01:09.7,2400.68,-151.99,-21.56,-148.14,180.64,,,
01:09.7,2403.19,-149.91,-20.15,-149.11,181.2,,,
01:09.8,2405.71,-147.79,-18.78,-149.99,181.75,,,
01:09.8,2408.24,-145.65,-17.43,-150.83,182.22,,,
01:09.9,2410.77,-143.48,-16.12,-151.8,182.63,,,
01:09.9,2413.31,-141.29,-14.85,-152.83,182.99,,,
01:10.0,2415.85,-139.07,-13.6,-153.78,183.39,,,
01:10.0,2418.4,-136.83,-12.39,-154.83,183.81,,,
01:10.0,2420.95,-134.56,-11.21,-155.88,184.16,,,
01:10.1,2423.51,-132.27,-10.07,-156.95,184.63,,,
01:10.2,2426.08,-129.95,-8.96,-158.03,185.21,,,
01:10.2,2428.66,-127.61,-7.89,-159.05,185.85,,,
01:10.2,2431.24,-125.24,-6.85,-160.04,186.49,,,
01:10.3,2433.83,-122.84,-5.86,-160.99,187.15,,,
01:10.4,2436.44,-120.42,-4.89,-161.92,187.8,,,
01:10.4,2439.05,-117.98,-3.97,-162.77,188.49,,,
01:10.5,2441.67,-115.51,-3.09,-163.65,189.21,,,
01:10.5,2444.3,-113.02,-2.24,-164.59,189.95,,,
01:10.5,2446.94,-110.5,-1.43,-165.47,190.74,,,
01:10.6,2449.6,-107.96,-0.67,-166.33,191.51,,,
01:10.7,2452.26,-105.39,0.06,-167.21,192.28,,,
01:10.7,2454.94,-102.81,0.75,-168.09,193.04,,,
01:10.7,2457.62,-100.2,1.4,-168.92,193.79,,,
01:10.8,2460.32,-97.58,2.01,-169.73,194.5,,,
01:10.8,2463.02,-94.93,2.59,-170.72,195.22,,,
01:10.9,2465.74,-92.27,3.12,-171.83,196,,,
01:11.0,2468.47,-89.58,3.61,-172.77,196.77,,,
01:11.0,2471.2,-86.88,4.06,-173.56,197.36,,,
01:11.1,2473.95,-84.17,4.46,-174.57,198.06,,,
01:11.1,2476.7,-81.44,4.83,-175.34,198.73,,,
01:11.2,2479.46,-78.69,5.16,-176.14,199.37,,,
01:11.2,2482.24,-75.93,5.45,-177.09,200.05,,,
01:11.2,2485.02,-73.16,5.7,-178.04,200.68,,,
01:11.3,2487.81,-70.38,5.91,-178.94,201.34,,,
01:11.3,2490.61,-67.58,6.07,-35.89,202.02,,,
01:11.4,2493.42,-64.77,6.2,179.24,202.7,,,
01:11.5,2496.24,-61.96,6.27,178.4,203.37,,,
01:11.5,2499.07,-59.13,6.31,177.67,204.03,,,
01:11.5,2501.9,-56.29,6.3,176.96,204.69,,,
01:11.6,2504.75,-53.44,6.26,176.22,205.37,,,
01:11.7,2507.61,-50.59,6.17,175.45,206.08,,,
01:11.7,2510.47,-47.72,6.04,174.83,206.81,,,
01:11.8,2513.35,-44.85,5.87,174.38,207.52,,,
01:11.8,2516.24,-41.97,5.67,173.9,208.24,,,
01:11.8,2519.13,-39.08,5.44,173.37,209.03,,,
01:11.9,2522.04,-36.18,5.17,172.96,209.83,,,
01:11.9,2524.96,-33.28,4.87,172.65,210.63,,,
01:12.0,2527.89,-30.37,4.55,172.43,211.41,,,
01:12.0,2530.83,-27.45,4.21,172.17,212.17,,,
01:12.1,2533.79,-24.52,3.84,171.85,212.97,,,
01:12.2,2536.75,-21.58,3.46,171.56,213.81,,,
01:12.2,2539.72,-18.63,3.06,171.4,214.61,,,
01:12.3,2542.71,-15.67,2.65,171.28,215.45,,,
01:12.3,2545.71,-12.7,2.22,171.18,216.29,,,
01:12.3,2548.72,-9.73,1.79,171.07,217.08,,,
01:12.4,2551.74,-6.74,1.34,170.93,217.69,,,
01:12.5,2554.76,-3.75,0.89,170.83,217.5,,,
01:12.5,2557.78,-0.77,0.43,170.77,217.18,,,
