,sLapDistance,xCarX,xCarY,aYaw,vCar
00:24.6,1043.49,56.61,83.47,-178.02,216.776
00:24.6,1046.52,60.84,83.61,-178.03,216.571
00:24.7,1049.54,62.65,83.67,-178.02,216.141
00:24.8,1052.55,66.27,83.8,-178.03,215.891
00:24.8,1055.56,69.28,83.9,-178.02,214.936
00:24.8,1058.57,71.68,83.98,-177.98,214.765
00:24.9,1061.58,75.88,84.12,-177.9,214.487
00:24.9,1064.58,77.68,84.19,-177.89,213.77
00:25.0,1067.57,81.28,84.31,-177.87,213.956
00:25.1,1070.57,84.27,84.42,-177.92,214.032
00:25.1,1073.55,86.65,84.5,-177.97,213.867
00:25.1,1076.54,90.83,84.65,-178.01,213.7
00:25.2,1079.52,92.62,84.71,-178.03,213.306
00:25.3,1082.5,96.19,84.84,-177.98,212.656
00:25.3,1085.47,99.16,84.94,-177.88,212.696
00:25.4,1088.44,101.54,85.02,-177.81,212.412
00:25.4,1091.41,105.69,85.17,-177.74,212.366
00:25.5,1094.37,107.46,85.24,-177.73,211.953
