,sLapDistance,xCarX,xCarY,aYaw,vCar
00:21.9,917.6,-156.08,-377.95,-157.22,82.55
00:22.0,918.75,-155.02,-377.5,-155.5,83.47
00:22.0,919.92,-153.96,-377.01,-153.7,84.43
00:22.1,921.1,-152.9,-376.49,-151.86,85.38
00:22.1,922.29,-151.85,-375.92,-150.03,86.3
00:22.1,923.5,-150.81,-375.32,-148.23,87.21
00:22.2,924.72,-149.77,-374.69,-146.47,88.11
00:22.3,925.94,-148.74,-374.02,-144.73,88.96
00:22.3,927.19,-147.72,-373.31,-142.97,89.8
00:22.4,928.44,-146.71,-372.57,-141.26,90.62
00:22.4,929.7,-145.71,-371.8,-139.78,91.44
00:22.5,930.98,-144.72,-370.99,-138.69,92.3
00:22.5,932.26,-143.74,-370.15,-137.97,93.2
00:22.6,933.57,-142.77,-369.29,-137.29,94.14
00:22.6,934.88,-141.8,-368.4,-136.28,95.04
00:22.7,936.21,-140.85,-367.48,-134.87,95.93
00:22.7,937.54,-139.91,-366.52,-133.18,96.81
00:22.8,938.9,-138.99,-365.54,-131.45,97.7
00:22.8,940.26,-138.08,-364.52,-129.82,98.58
00:22.9,941.63,-137.19,-363.47,-128.3,99.42
00:22.9,943.02,-136.32,-362.39,-126.85,100.25
00:23.0,944.42,-135.47,-361.28,-125.48,101.05
00:23.0,945.82,-134.64,-360.15,-124.16,101.92
00:23.1,947.25,-133.82,-358.98,-122.77,102.87
00:23.1,948.68,-133.03,-357.78,-121.29,103.84
00:23.1,950.13,-132.26,-356.56,-119.75,104.79
00:23.2,951.59,-131.51,-355.3,-118.19,105.73
00:23.2,953.06,-130.79,-354.02,-116.58,106.6
00:23.3,954.55,-130.09,-352.7,-114.92,107.43
00:23.3,956.04,-129.42,-351.37,-113.26,108.19
00:23.4,957.55,-128.77,-350,-111.62,108.91
00:23.5,959.07,-128.16,-348.61,-110.05,109.61
00:23.5,960.59,-127.58,-347.2,-108.61,110.32
00:23.6,962.13,-127.03,-345.77,-107.28,111.03
00:23.6,963.67,-126.51,-344.31,-106.01,111.75
00:23.6,965.23,-126.01,-342.83,-104.91,112.53
00:23.7,966.79,-125.54,-341.34,-104.11,113.41
00:23.8,968.38,-125.1,-339.82,-103.53,114.28
00:23.8,969.97,-124.69,-338.28,-102.89,115.22
00:23.8,971.58,-124.32,-336.72,-101.95,116.22
00:23.9,973.2,-123.97,-335.13,-100.75,117.21
00:23.9,974.83,-123.65,-333.53,-99.4,118.17
00:24.0,976.48,-123.35,-331.91,-97.91,119.11
00:24.0,978.14,-123.09,-330.27,-96.4,120.02
00:24.1,979.81,-122.87,-328.61,-94.95,120.91
00:24.1,981.49,-122.68,-326.94,-93.58,121.76
